id,file,channel,mean,deviation,3rd,uniformity,entropy,4th
1,benigno/benigno (1).tif,red,179.3318222222222,33.42196125323646,-22018.001682764334,0.011004092839506173,6.925679750670338,5401568.549176258
2,benigno/benigno (2).tif,red,151.98884444444445,36.98869869445445,-5323.748604619523,0.007695269135802473,7.233494083407301,5255588.291017041
3,benigno/benigno (3).tif,red,166.60640000000004,36.13651294644918,-35402.313414899865,0.009074259753086416,7.117665024287031,6860927.494894945
4,benigno/benigno (4).tif,red,179.12142222222224,34.01466499058501,-6806.067700060863,0.008324732839506178,7.097633256740146,3658067.7086019465
5,benigno/benigno (5).tif,red,147.2843111111111,31.813957986199302,-17938.03551346313,0.010498725925925925,6.925413791083383,3527766.6295351726
6,benigno/benigno (6).tif,red,182.68026666666665,41.51396115279239,-6434.911295923098,0.009367308641975311,7.066330922340183,7514386.523759679
7,benigno/benigno (7).tif,red,150.45608888888896,23.081351410292946,-8496.167320105069,0.013984553086419759,6.44182464351985,846500.7374537732
8,benigno/benigno (8).tif,red,175.50528888888886,47.96892807762691,-43139.265897825426,0.006364499753086421,7.467735619934072,14307914.674335973
9,benigno/benigno (9).tif,red,151.87839999999994,27.611451169075167,-15115.906047717946,0.011595468641975313,6.735508920595021,2017171.9564840847
10,benigno/benigno (10).tif,red,189.8854222222222,25.92256899005093,-17410.99182491464,0.013884179753086421,6.571962102008857,3038008.4363713576
11,benigno/benigno (11).tif,red,175.05351111111116,39.45173004099636,-28937.479250099772,0.00756356740740741,7.268924175154383,7431076.298585879
12,benigno/benigno (12).tif,red,181.79955555555557,43.57248672961493,-26493.96588231131,0.008225102222222226,7.205572616334321,9463689.353707392
13,benigno/benigno (13).tif,red,188.1945333333334,35.69994555090774,-33487.50719026118,0.008337216790123461,7.106845234527029,6291154.043118749
14,benigno/benigno (14).tif,red,162.21151111111112,43.20011544152384,-7789.215234855269,0.006711012345679008,7.411909701417785,9865250.998060344
15,benigno/benigno (15).tif,red,195.46671111111107,30.762255419857347,-12316.331491662479,0.009368896790123454,6.914322278032286,2825220.1896397215
16,benigno/benigno (16).tif,red,179.3636,42.546800578709146,-63260.022281619546,0.007416047407407408,7.309709754900262,12333051.946474275
17,benigno/benigno (17).tif,red,189.56031111111102,46.7976358176931,-40917.60146166523,0.010657655308641975,7.088090671427881,10979247.839034589
18,benigno/benigno (18).tif,red,189.30626666666672,33.347591961306264,-29957.507325104372,0.009567458765432104,6.990436953539414,5300003.408829606
19,benigno/benigno (19).tif,red,177.54719999999995,34.613868045176474,-18166.322477478367,0.00859509728395062,7.108093110613972,4684619.515751559
20,benigno/benigno (20).tif,red,168.24746666666664,30.504847050628243,-32525.118411045805,0.013872608395061735,6.693833071752684,4138136.1119408025
21,maligno/maligno (1).tif,red,97.59911111111121,41.40502384022834,71702.3680071092,0.008074453333333328,7.2101016145277095,10935156.992356148
22,maligno/maligno (2).tif,red,113.19022222222226,50.445285584763994,97871.90322373007,0.006357167407407413,7.4856685513758014,18771310.51263357
23,maligno/maligno (3).tif,red,110.00831111111111,42.26912161420607,61684.49832306223,0.007306615308641976,7.285351939906803,12108592.322015854
24,maligno/maligno (4).tif,red,90.79653333333334,34.3244302564029,45517.392729104206,0.009794496790123454,6.947988548190048,6136492.78469769
25,maligno/maligno (5).tif,red,127.86355555555562,56.89835503013952,126311.1074306552,0.006784043456790124,7.438499683792296,25677690.056850232
26,maligno/maligno (6).tif,red,92.26146666666669,37.66611255734023,47544.46837888196,0.008149586172839512,7.147687982510558,8013137.780347934
27,maligno/maligno (7).tif,red,92.35404444444445,43.698117773833246,82889.5632513482,0.00763387259259259,7.294758688099739,13303028.8170554
28,maligno/maligno (8).tif,red,100.57626666666671,64.95702446879783,301475.7673980167,0.009143861728395071,7.19215587380909,50257188.694660455
29,maligno/maligno (9).tif,red,119.11688888888891,50.146188326275805,55589.795860419625,0.005817517037037039,7.555546196195993,16306718.084299032
30,maligno/maligno (10).tif,red,118.75546666666669,65.44359422946687,215552.6042048153,0.007036503703703716,7.433817247037482,41199852.11305376
31,maligno/maligno (11).tif,red,118.88777777777776,44.114922463386655,56918.1037403486,0.006785362962962966,7.406574171699704,11854735.44355564
32,maligno/maligno (12).tif,red,103.25444444444443,38.32945737248488,50331.73739699045,0.008083286913580252,7.1849017385111695,8550231.871023033
33,maligno/maligno (13).tif,red,103.16142222222224,58.530245064501614,242058.53697853995,0.009427966419753075,7.156892040934883,36848100.10963128
34,maligno/maligno (14).tif,red,106.03817777777778,58.12016754785395,186239.4436715582,0.006801307654320996,7.430555025389891,32438316.400016345
35,maligno/maligno (15).tif,red,106.0304888888889,37.30392120266073,20318.556911154312,0.007697118024691356,7.21243161956569,6070159.152309754
36,maligno/maligno (16).tif,red,130.35355555555563,43.33309459706316,53571.44754324508,0.007184869135802474,7.348821151125673,10514427.060608158
37,maligno/maligno (17).tif,red,119.492,66.04244075171998,180851.45876270934,0.006482836543209888,7.50548090825815,38190378.89570226
38,maligno/maligno (18).tif,red,99.14573333333331,35.086809892924464,46627.420346868756,0.009316547160493835,7.029606132895101,7022010.12307021
39,maligno/maligno (19).tif,red,98.1912444444444,41.81044530585127,86455.15442475921,0.008449137777777763,7.1757580345461065,12751993.598825308
40,maligno/maligno (20).tif,red,91.68084444444446,50.39860365964984,154428.1632524216,0.007853317530864214,7.3170580087351915,23969077.10888777
41,benigno/benigno (1).tif,green,78.26119999999987,42.51572254412348,179696.39873670388,0.014624071111111117,6.626930054062236,27819183.455394797
42,benigno/benigno (2).tif,green,46.19822222222224,22.19110725682589,32891.29846351466,0.018186401975308665,6.131640996785803,4915513.834800185
43,benigno/benigno (3).tif,green,129.80688888888884,36.77284138673977,-3933.7721899533162,0.008264501728395067,7.207664163694347,6164621.958470884
44,benigno/benigno (4).tif,green,64.62502222222226,34.012969625971856,87913.18845404027,0.013926621234567895,6.606521189250983,12386163.099793047
45,benigno/benigno (5).tif,green,73.77151111111105,25.65258864011126,13879.182948876592,0.012412266666666673,6.641429247303199,2153882.7331082285
46,benigno/benigno (6).tif,green,93.67395555555561,73.28627524621982,409631.8040865179,0.01349490567901236,6.7858673919320776,69129616.6052197
47,benigno/benigno (7).tif,green,61.34213333333332,13.003962229686426,-347.54926891853154,0.022210488888888893,5.731967289629461,86787.42799185596
48,benigno/benigno (8).tif,green,86.96435555555551,54.543148836761674,182816.4505312689,0.008091998024691372,7.35060844527769,28669558.802124396
49,benigno/benigno (9).tif,green,62.64026666666663,15.247161219788497,477.2684376064604,0.019382332839506175,5.959810223115659,186470.1679509633
50,benigno/benigno (10).tif,green,142.0914222222221,28.89470458558791,11867.237133913173,0.011988890864197533,6.758329172075398,3446565.893002346
51,benigno/benigno (11).tif,green,133.62555555555545,41.04322832524294,19815.600326861986,0.007157159506172845,7.346532048850695,7461381.105558265
52,benigno/benigno (12).tif,green,94.29355555555557,65.15133700872678,351987.5005522941,0.010935755061728412,6.951196705923849,56956806.704325765
53,benigno/benigno (13).tif,green,151.84386666666663,40.52982468564216,-12685.373383357255,0.006850006913580248,7.354066197304562,7068835.354144613
54,benigno/benigno (14).tif,green,97.8236888888889,53.54191362280675,143420.41713663924,0.006594046419753093,7.486576693250501,25288435.807689074
55,benigno/benigno (15).tif,green,119.62302222222219,44.711562747354485,68151.35425390881,0.007028890864197533,7.35423566638728,11992768.45421272
56,benigno/benigno (16).tif,green,117.48568888888889,51.94127042121589,64768.4232750861,0.0057638518518518585,7.607588649259604,19294465.143650357
57,benigno/benigno (17).tif,green,113.11062222222222,80.46490958073004,239720.01972635087,0.011997503209876557,7.054907946756759,61610656.55726027
58,benigno/benigno (18).tif,green,112.47071111111111,42.50757197834665,51182.34629385631,0.007610840493827163,7.314046612346885,9301077.845903978
59,benigno/benigno (19).tif,green,59.396977777777714,28.618399826753947,50605.756496603906,0.015152987654320986,6.477475733298746,6493209.221436356
60,benigno/benigno (20).tif,green,75.18262222222221,24.47898745662755,17117.370614579257,0.016201651358024698,6.4440019402310025,2255332.072787409
61,maligno/maligno (1).tif,green,36.28933333333331,32.90408717604682,99381.2509810395,0.017869301728395022,6.319224489727022,14958816.460718358
62,maligno/maligno (2).tif,green,41.89022222222224,46.647229689751086,276668.5074349303,0.017070976790123434,6.409607458184248,48397623.2660351
63,maligno/maligno (3).tif,green,51.74093333333334,39.35828976659315,160468.7620566871,0.012829846913580242,6.634999102284342,26689223.331145626
64,maligno/maligno (4).tif,green,47.337866666666656,28.811236648687377,53927.16648592267,0.015585042962962979,6.411605574861902,6927784.891435628
65,maligno/maligno (5).tif,green,102.08084444444448,61.92028421696023,246399.23295794302,0.0076564148148148235,7.325733771709494,42899441.815755546
66,maligno/maligno (6).tif,green,49.41733333333336,30.339645672874216,52496.48416828199,0.012494289382716057,6.635274930506887,7379844.753038876
67,maligno/maligno (7).tif,green,34.470755555555534,33.3630159555661,95205.06001637224,0.01854575407407403,6.29619125941089,13167186.059866408
68,maligno/maligno (8).tif,green,49.82195555555555,69.43289734347209,605224.2084658582,0.024658615308641964,6.134527586831439,108032502.32916301
69,maligno/maligno (9).tif,green,56.59213333333334,45.7958678425127,194676.18943615706,0.010856240987654333,6.89802332515003,31146609.363678545
70,maligno/maligno (10).tif,green,65.26831111111107,73.88403321897911,568967.7290416044,0.014919889382716052,6.658483175572065,100439216.37010072
71,maligno/maligno (11).tif,green,49.20866666666662,40.01189340405897,151997.97027072444,0.013753931851851866,6.656170881835345,23470070.691597328
72,maligno/maligno (12).tif,green,58.26502222222221,35.06964922201335,85969.16584680087,0.011969923950617287,6.7578338417391,12167801.18925409
73,maligno/maligno (13).tif,green,47.06573333333333,60.506016516413005,444785.19338086835,0.02331463111111107,6.245548250098858,76100124.77180527
74,maligno/maligno (14).tif,green,58.40288888888888,61.25675030819859,403469.5150335596,0.01353123555555557,6.736213518606226,67420430.06086932
75,maligno/maligno (15).tif,green,60.54902222222225,29.267610408845307,34451.63265774562,0.011305896296296303,6.7327840729292445,4864969.185473792
76,maligno/maligno (16).tif,green,64.94702222222222,46.829983201880346,179981.50882603374,0.01102501135802469,6.973531907007584,26825647.503409166
77,maligno/maligno (17).tif,green,73.75551111111109,74.04174740318156,465589.83761234995,0.012125799506172853,6.901596440238887,79925015.07383761
78,maligno/maligno (18).tif,green,41.80280000000002,28.81143910447915,56318.006384182525,0.016293432098765413,6.366376461181943,6925039.451020012
79,maligno/maligno (19).tif,green,41.36755555555553,37.35777908908848,124553.17786579905,0.017911371851851814,6.371249654360105,16888844.19569598
80,maligno/maligno (20).tif,green,45.08084444444448,44.69779608981761,191356.1825397863,0.01590356543209875,6.586632625446466,28784345.41513109
81,benigno/benigno (1).tif,blue,111.70271111111109,36.063547884022874,89630.73487660529,0.014118384197530873,6.627343882465694,11329759.49109274
82,benigno/benigno (2).tif,blue,74.27395555555556,22.234944807122915,24240.160989696156,0.01712695308641977,6.222036352565946,2977292.578491592
83,benigno/benigno (3).tif,blue,169.03782222222227,29.460161282872157,-9239.152077015848,0.010301400493827158,6.891645896090757,2738629.7201480777
84,benigno/benigno (4).tif,blue,90.60653333333329,33.9398524449094,62981.26970947522,0.011590885925925918,6.785208397934677,8028024.764875384
85,benigno/benigno (5).tif,blue,120.27862222222231,23.84087835563939,7243.73977709186,0.012909981234567906,6.575350542050172,1340648.6751661683
86,benigno/benigno (6).tif,blue,115.3168,64.03486267463998,228621.75343058197,0.011165578271604934,6.94139927495633,35849352.86275251
87,benigno/benigno (7).tif,blue,104.13173333333334,11.949827599686207,-43.31593903278885,0.024547460740740743,5.615905597465439,69030.44358762928
88,benigno/benigno (8).tif,blue,113.77404444444451,50.414253382222306,105049.0094293095,0.007287111111111117,7.377207688321244,16750889.605221838
89,benigno/benigno (9).tif,blue,104.48173333333332,14.790347441490349,895.9642459787777,0.019961880493827154,5.916510608382202,171557.73011314214
90,benigno/benigno (10).tif,blue,174.26462222222221,23.10287758824177,3016.9125532305234,0.013932159999999994,6.501944540731354,1195368.704077583
91,benigno/benigno (11).tif,blue,170.11822222222222,31.612254676444625,4155.4477488717475,0.009068594567901229,6.994145722050775,2677825.2583243707
92,benigno/benigno (12).tif,blue,123.76493333333335,53.72887811654196,167082.0593496736,0.010384406913580243,6.958529064654815,23466403.542114235
93,benigno/benigno (13).tif,blue,182.72119999999998,32.13382993226229,-10681.70201932236,0.008698781234567894,7.009779316235255,2946578.630952833
94,benigno/benigno (14).tif,blue,135.23724444444449,46.09366193555397,50204.31938051567,0.006478273580246919,7.433576098217302,11237864.71321641
95,benigno/benigno (15).tif,blue,151.07448888888882,36.90569432523463,21917.897443767215,0.007749116049382717,7.146478419882777,4556653.419292643
96,benigno/benigno (16).tif,blue,153.83346666666668,42.720754778808754,6871.879771140637,0.006654202469135805,7.3971907101537155,8467202.807638584
97,benigno/benigno (17).tif,blue,132.15911111111106,70.89990076226319,112905.71142665403,0.010637274074074077,7.084150285453195,34952748.099466436
98,benigno/benigno (18).tif,blue,147.3909777777778,35.34319206390636,19589.167297009302,0.008554540246913577,7.090636823139762,4009109.095210523
99,benigno/benigno (19).tif,blue,83.93595555555554,29.937830925625825,43007.42534241753,0.013185568395061735,6.626618158149222,4941717.586231178
100,benigno/benigno (20).tif,blue,114.17751111111107,22.212189867149995,11081.832020834167,0.016575170370370367,6.354140663054854,1287544.3159092392
101,maligno/maligno (1).tif,blue,74.29733333333336,32.16082008351846,62803.13588013978,0.012921943703703708,6.6555104570102905,8131405.758216685
102,maligno/maligno (2).tif,blue,73.36768888888889,42.38452815713783,171127.89715476905,0.014480762469135808,6.604365234437326,25253330.456969067
103,maligno/maligno (3).tif,blue,93.4160888888889,35.539165610052876,76710.77627541785,0.01069155950617284,6.855661516595804,11071915.300908975
104,maligno/maligno (4).tif,blue,96.58324444444443,27.436346600940027,29250.250289719537,0.012876645925925937,6.5979665936349425,3416250.856651431
105,maligno/maligno (5).tif,blue,146.29164444444456,45.95868687281633,66552.86306489719,0.0080899950617284,7.182256306379871,11264643.037622383
106,maligno/maligno (6).tif,blue,100.84564444444442,29.045329265481676,25575.051854248457,0.010809390617283966,6.785162674893444,3532334.0722591756
107,maligno/maligno (7).tif,blue,71.40502222222231,34.292252466435166,68685.53931016829,0.011942427654320987,6.785890758288417,8888963.271338921
108,maligno/maligno (8).tif,blue,75.98484444444446,61.97565609242805,383579.63029383164,0.015567968395061742,6.58711610832563,60395749.69673449
109,maligno/maligno (9).tif,blue,96.65115555555556,41.328492684267836,98676.06210995447,0.009131413333333342,7.0693900124504845,14374102.575448856
110,maligno/maligno (10).tif,blue,96.4565333333333,62.88722268724829,295583.6693642861,0.010486356543209886,7.002632839016524,45791267.81027714
111,maligno/maligno (11).tif,blue,87.74857777777783,36.77956359144687,88443.2478359852,0.011631486419753097,6.813582994468867,11741695.013623936
112,maligno/maligno (12).tif,blue,109.33355555555555,31.04226771896349,37931.83351100254,0.011041761975308642,6.807709502880596,4809771.633236959
113,maligno/maligno (13).tif,blue,77.96808888888886,53.840615436395936,271610.519977794,0.0159525451851852,6.598810735873164,39898010.9174576
114,maligno/maligno (14).tif,blue,94.78177777777778,52.11326149365603,196875.7482811135,0.0097435812345679,7.037257958661749,28334703.6839571
115,maligno/maligno (15).tif,blue,112.39551111111108,27.43607142805676,12685.410495142436,0.011093965432098778,6.762747771892404,2404648.675602131
116,maligno/maligno (16).tif,blue,108.88253333333336,39.71278021863154,77626.47725875383,0.009904209382716049,7.04040648299255,10298969.1830539
117,maligno/maligno (17).tif,blue,107.38457777777775,62.07526444155028,227891.79814465353,0.009510739753086419,7.091428583999254,35033861.96196598
118,maligno/maligno (18).tif,blue,89.94973333333336,27.742158971019784,29525.853936574145,0.013267358024691365,6.622884847165469,3607613.0750567154
119,maligno/maligno (19).tif,blue,85.10395555555559,34.845936379029304,76325.13834134562,0.014003610864197524,6.643215152615372,8987528.065131875
120,maligno/maligno (20).tif,blue,84.2893333333333,41.234900234307986,107799.40462512846,0.010801844938271622,6.948620440081772,14220946.345928049
121,benigno/benigno (1).tif,gray,112.3410666666666,37.2624235237353,86941.95065832375,0.01324151308641974,6.739065851460095,12627210.926717011
122,benigno/benigno (2).tif,gray,81.08164444444441,25.110271487673952,21241.59206372476,0.012967545679012362,6.557461111586187,3187372.578081055
123,benigno/benigno (3).tif,gray,145.2925777777778,35.41836118957316,-13912.583696258484,0.008749278024691366,7.141200716690992,5553697.257568528
124,benigno/benigno (4).tif,gray,101.87933333333325,32.1916865665656,47862.93938590189,0.011134131358024699,6.822479447986022,6329953.879168709
125,benigno/benigno (5).tif,gray,101.10124444444445,26.633136724477108,5624.639938947851,0.011830467160493829,6.723728752021983,2010981.5175808372
126,benigno/benigno (6).tif,gray,122.80119999999998,61.34375337848184,209198.91010211562,0.012184991604938269,6.884155357556352,32305338.284047794
127,benigno/benigno (7).tif,gray,92.91351111111118,15.469993453452936,-1511.9471649586926,0.019228811851851872,5.951452615240781,170482.9950833228
128,benigno/benigno (8).tif,gray,116.54044444444443,50.1618962053228,93578.92572413657,0.006902585679012346,7.455847125832351,17104709.604933307
129,benigno/benigno (9).tif,gray,94.13600000000004,18.40867891934551,-1504.2360016213745,0.016344256790123447,6.220113003714811,384451.21797809855
130,benigno/benigno (10).tif,gray,160.06248888888885,26.851251276965943,1434.5796433631604,0.01285584592592593,6.666184237608703,2572693.5906447405
131,benigno/benigno (11).tif,gray,150.18715555555556,39.00013269946401,3216.619988516783,0.007459010370370371,7.2834293588751615,6188433.007593155
132,benigno/benigno (12).tif,gray,123.86577777777785,55.65941296008905,171929.74875029922,0.010306390123456792,7.0284872061970125,27146969.356066633
133,benigno/benigno (13).tif,gray,166.24044444444445,37.68244223953381,-18402.340191359897,0.007473592098765432,7.23575997542807,5800633.802333234
134,benigno/benigno (14).tif,gray,121.3756444444444,48.609820248430175,77517.88471679529,0.0065689441975308694,7.461575360715092,15736842.717044272
135,benigno/benigno (15).tif,gray,145.92835555555547,38.77980603306919,28306.778303276482,0.0075881876543209895,7.224745153148209,6108367.013257067
136,benigno/benigno (16).tif,gray,140.16448888888888,47.09402426192957,12301.0528123132,0.006272039506172839,7.501132029066349,13172756.96039978
137,benigno/benigno (17).tif,gray,138.18404444444448,68.02055338791375,110842.54595387503,0.011608948148148158,7.098320505083975,31544780.003179025
138,benigno/benigno (18).tif,gray,139.46493333333342,37.80046756465673,18929.222429740934,0.008150313086419758,7.208633137287131,5751194.667195319
139,benigno/benigno (19).tif,gray,97.58137777777786,28.841195843052066,27955.95573997398,0.011883634567901244,6.749362929886312,3856920.211273787
140,benigno/benigno (20).tif,gray,107.4949777777778,24.962327555728965,4957.746652712524,0.015484310123456791,6.523704158183685,1871198.8805768606
141,maligno/maligno (1).tif,gray,58.984977777777786,34.5924377879128,84076.24301079623,0.012931405432098758,6.669649830149735,11803990.250885824
142,maligno/maligno (2).tif,gray,66.83222222222221,45.700868768250345,196349.72994617012,0.011150534320987646,6.855672899244543,31714136.76042312
143,maligno/maligno (3).tif,gray,73.94519999999991,38.886088590251504,115950.11172233387,0.010328098765432107,6.8719009687338195,18345787.65135296
144,maligno/maligno (4).tif,gray,65.95831111111109,29.920577011535215,47533.997049048114,0.013130433580246922,6.602401514451966,5925220.523506562
145,maligno/maligno (5).tif,gray,114.84186666666675,58.34768865710678,181390.9107491649,0.007578793086419759,7.329785012084159,31744307.469268873
146,maligno/maligno (6).tif,gray,68.10546666666662,31.87940381960323,46534.71531640865,0.010712075061728402,6.806769032213203,6571626.798969615
147,maligno/maligno (7).tif,gray,56.01422222222223,35.710691488926436,86397.27780391646,0.012604167901234578,6.717396715277092,11591481.53926614
148,maligno/maligno (8).tif,gray,67.99359999999999,66.31675741918897,469503.92178336927,0.016679557530864222,6.5454444978808795,79124842.16765563
149,maligno/maligno (9).tif,gray,79.88791111111118,45.42913666693667,135773.5791710985,0.008468120493827168,7.148152939575403,21618120.24680016
150,maligno/maligno (10).tif,gray,84.84417777777777,69.30348321766898,411714.2435063059,0.011121414320987665,6.944830024097273,69380529.05836281
151,maligno/maligno (11).tif,gray,74.47306666666663,39.89301953887283,112057.48935591175,0.010354465185185195,6.94900473053231,16477656.36587026
152,maligno/maligno (12).tif,gray,77.55142222222226,35.091409207945844,67879.63513301838,0.01045772641975309,6.894038796216285,9492652.344425052
153,maligno/maligno (13).tif,gray,67.38355555555557,58.27963010465838,347172.688874069,0.01651843555555556,6.58891970239822,55005086.71656178
154,maligno/maligno (14).tif,gray,76.81760000000003,58.554780213024074,303247.2364711913,0.010301372839506181,6.9940059107433505,48326602.318083145
155,maligno/maligno (15).tif,gray,80.07586666666664,30.975997514634884,27396.193869410487,0.0099679762962963,6.8855362242198614,4420916.87129028
156,maligno/maligno (16).tif,gray,89.55022222222223,44.208751395516906,122322.47756475546,0.009388460246913567,7.103857134425752,17385656.126872
157,maligno/maligno (17).tif,gray,91.29066666666661,69.66010975204296,339870.1973057527,0.00943069234567902,7.123551822001943,57360913.64840647
158,maligno/maligno (18).tif,gray,64.46911111111108,30.013110862660024,49898.14228624165,0.013266184691358028,6.610368820988493,6154903.386330543
159,maligno/maligno (19).tif,gray,63.3718666666667,37.697601215520926,105581.83348946396,0.013255201975308642,6.683290902740547,13789758.825603068
160,maligno/maligno (20).tif,gray,63.50653333333333,45.437723945148875,166962.47693261114,0.011885965432098765,6.875777389401713,24171035.08434839
